data_config,model_config,split_mode,split_value,train_config,train_r2,train_mse,train_mae,test_r2,test_mse,test_mae,train_points,test_points,train_materials,test_materials
osc_class_b,full_without_hybridisation,Remove_Metal,Sm,train_config_0,0.08941864967346191,0.1020740270614624,0.2857483923435211,0.11451256275177002,0.09627063572406769,0.2750374972820282,1858,143,175,13
osc_class_b,full_without_hybridisation,Remove_Metal,Nd,train_config_0,0.7376068830490112,0.029379261657595634,0.1297440081834793,0.5049954652786255,0.05250360816717148,0.1713370531797409,1922,79,177,11
osc_class_b,full_without_hybridisation,Remove_Metal,Hf,train_config_0,0.3476231098175049,0.07327365130186081,0.2374211847782135,0.4762471318244934,0.05111771821975708,0.19825001060962677,1936,65,184,4
osc_class_b,full_without_hybridisation,Remove_Metal,Pr,train_config_0,-0.033476829528808594,0.11560609936714172,0.3044419586658478,-0.05532491207122803,0.11531944572925568,0.30651533603668213,1909,92,179,9
osc_class_b,full_without_hybridisation,Remove_Metal,La,train_config_0,0.7363860011100769,0.02957712672650814,0.12898693978786469,0.7413768768310547,0.027661381289362907,0.13468772172927856,1852,149,176,12
osc_class_b,full_without_hybridisation,Remove_Metal,Eu,train_config_0,-0.04214191436767578,0.1166008785367012,0.30341798067092896,-0.0032998323440551758,0.10329603403806686,0.28710007667541504,1958,43,185,3
osc_class_b,full_without_hybridisation,Remove_Metal,Tb,train_config_0,0.03445082902908325,0.1081540510058403,0.2947920858860016,-0.008677840232849121,0.10158589482307434,0.2870580852031708,1976,25,186,2
osc_class_b,full_without_hybridisation,Remove_Metal,Ti,train_config_0,0.592900276184082,0.04560581222176552,0.17520242929458618,0.8558918237686157,0.011866449378430843,0.07940297573804855,1978,23,186,2
osc_class_b,full_without_hybridisation,Remove_Metal,Ag,train_config_0,0.21177178621292114,0.08795531094074249,0.2639431953430176,0.010101735591888428,0.13096508383750916,0.3329346776008606,1981,20,185,3
osc_class_b,only_tpr_branch,Random_by_Material,0.2,train_config_0,0.7412041425704956,0.029002591967582703,0.12705044448375702,0.504645586013794,0.05503396689891815,0.18050435185432434,1598,403,150,38
osc_class_b,only_tpr_branch,Remove_Metal,Fe,train_config_0,0.0003414750099182129,0.11302826553583145,0.30130043625831604,0.02099555730819702,0.09137283265590668,0.26557204127311707,1860,141,177,11
osc_class_b,only_tpr_branch,Remove_Metal,Mn,train_config_0,0.1270064115524292,0.09671838581562042,0.27863609790802,0.09694993495941162,0.1014016717672348,0.2830595374107361,1305,696,126,62
osc_class_b,only_tpr_branch,Remove_Metal,Cu,train_config_0,0.05473625659942627,0.10442861169576645,0.2893959879875183,0.021452248096466064,0.10895092785358429,0.2970063090324402,1539,462,130,58
osc_class_b,only_tpr_branch,Remove_Metal,Zr,train_config_0,0.561168372631073,0.049521639943122864,0.18725396692752838,0.610470712184906,0.03927861899137497,0.16467486321926117,1779,222,169,19
osc_class_b,only_tpr_branch,Remove_Metal,Co,train_config_0,0.37820929288864136,0.06930077075958252,0.2310587763786316,0.30272573232650757,0.08333718776702881,0.2516797184944153,1897,104,174,14
osc_class_b,only_tpr_branch,Remove_Metal,Ni,train_config_0,-0.006090044975280762,0.11199962347745895,0.2980361580848694,-0.057086825370788574,0.12721338868141174,0.32412514090538025,1911,90,177,11
osc_class_b,only_tpr_branch,Remove_Metal,Sn,train_config_0,0.601372480392456,0.04449674114584923,0.17263223230838776,0.45239681005477905,0.06071187183260918,0.19890739023685455,1973,28,185,3
osc_class_b,only_tpr_branch,Remove_Metal,Gd,train_config_0,0.48174023628234863,0.05834431201219559,0.2060743272304535,0.5223891735076904,0.05006672441959381,0.18357326090335846,1809,192,171,17
osc_class_b,only_tpr_branch,Remove_Metal,Bi,train_config_0,-0.024759769439697266,0.11525945365428925,0.30211713910102844,-0.20097064971923828,0.11533278226852417,0.3005750775337219,1870,131,175,13
osc_class_b,only_tpr_branch,Remove_Metal,Sm,train_config_0,0.6012330055236816,0.04470083862543106,0.17256519198417664,0.745820164680481,0.02763456106185913,0.125453919172287,1858,143,175,13
osc_class_b,only_tpr_branch,Remove_Metal,Nd,train_config_0,0.6580948829650879,0.038281943649053574,0.15266846120357513,0.48230940103530884,0.05490985885262489,0.1869128942489624,1922,79,177,11
osc_class_b,only_tpr_branch,Remove_Metal,Hf,train_config_0,0.516209602355957,0.05433836206793785,0.198142409324646,0.5478911995887756,0.044125333428382874,0.17521168291568756,1936,65,184,4
osc_class_b,only_tpr_branch,Remove_Metal,Pr,train_config_0,0.17349064350128174,0.0924544483423233,0.2716515064239502,0.14266711473464966,0.09368409216403961,0.2768794596195221,1909,92,179,9
osc_class_b,only_tpr_branch,Remove_Metal,La,train_config_0,0.7088062763214111,0.03267152979969978,0.1376027762889862,0.7400985956192017,0.02779809944331646,0.13842207193374634,1852,149,176,12
osc_class_b,only_tpr_branch,Remove_Metal,Eu,train_config_0,-0.00036203861236572266,0.11192630231380463,0.2985073924064636,-0.18037521839141846,0.1215270608663559,0.31229835748672485,1958,43,185,3
osc_class_b,only_tpr_branch,Remove_Metal,Tb,train_config_0,0.04505789279937744,0.10696592181921005,0.2932165265083313,0.04681825637817383,0.09599678218364716,0.27956846356391907,1976,25,186,2
osc_class_b,only_tpr_branch,Remove_Metal,Ti,train_config_0,0.5764952898025513,0.04744359478354454,0.18046346306800842,0.8551666140556335,0.011926166713237762,0.08198545128107071,1978,23,186,2
osc_class_b,only_tpr_branch,Remove_Metal,Ag,train_config_0,0.2577797770500183,0.08282145857810974,0.25534936785697937,0.01793903112411499,0.12992820143699646,0.3277677297592163,1981,20,185,3
