data_config,model_config,split_mode,split_value,train_config,train_r2,train_mse,train_mae,test_r2,test_mse,test_mae,train_points,test_points,train_materials,test_materials
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Fe,train_config_0,0.555971622467041,0.050398506224155426,0.18613721430301666,0.5555428266525269,0.04148225486278534,0.17019157111644745,1726,141,164,11
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Mn,train_config_0,0.2959284782409668,0.07836848497390747,0.24181921780109406,0.06485778093338013,0.10496410727500916,0.2789658010005951,1211,656,119,56
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Cu,train_config_0,0.49003922939300537,0.05671007186174393,0.2040349394083023,0.002108454704284668,0.1097886934876442,0.27271050214767456,1451,416,124,51
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Zr,train_config_0,0.5883601307868958,0.04660088196396828,0.1774807572364807,0.023590385913848877,0.09726470708847046,0.27111580967903137,1664,203,158,17
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Co,train_config_0,0.6624828577041626,0.03772321343421936,0.14807622134685516,0.4384521245956421,0.06711537390947342,0.19915540516376495,1763,104,161,14
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Ni,train_config_0,0.6437376141548157,0.039764899760484695,0.15596969425678253,0.6468874216079712,0.0424947589635849,0.16580814123153687,1777,90,164,11
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Sn,train_config_0,0.6338313817977905,0.040902361273765564,0.16252535581588745,0.47757434844970703,0.06540296226739883,0.20429588854312897,1813,54,167,8
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Gd,train_config_0,0.5897156000137329,0.04635901749134064,0.1752103567123413,0.5694087743759155,0.04513778164982796,0.17166423797607422,1675,192,158,17
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Bi,train_config_0,0.588580846786499,0.04643144831061363,0.17208395898342133,0.5562081933021545,0.04261865094304085,0.16372370719909668,1736,131,162,13
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Sm,train_config_0,0.4914702773094177,0.05719473585486412,0.20317432284355164,0.5905942916870117,0.044510792940855026,0.17239941656589508,1724,143,162,13
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Hf,train_config_0,0.43430399894714355,0.06374897062778473,0.2174708992242813,0.4869704246520996,0.05007113516330719,0.19815659523010254,1802,65,171,4
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Pr,train_config_0,0.28635573387145996,0.08006938546895981,0.24340307712554932,0.26453399658203125,0.08036722242832184,0.2430219054222107,1775,92,166,9
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,La,train_config_0,0.7906250357627869,0.023572074249386787,0.10727470368146896,0.7674587965011597,0.02487175166606903,0.11955758184194565,1718,149,163,12
converted_weighted_method_mean_std_min_and_max,standard_mlp_sigmoid_curve,Remove_Metal,Ti,train_config_0,0.7400764226913452,0.029206186532974243,0.12391167134046555,0.888677179813385,0.009166769683361053,0.06411034613847733,1844,23,173,2
